EC	log2_fold_change	valor_p_ajustado
3.6.4.12	35.3256233599043	3.8996511841325e-36
1.1.1.331	26.371990397764502	1.89441279901491e-06
2.7.11.1	25.6122013983016	0.001100590925383
2.7.11.1	23.3432048773027	1.5694725041269198e-16
2.4.1.324	21.0446700253156	8.19882789505491e-06
1.3.1.75	15.108913304437001	0.000124424356025
2.4.1.123	14.0594233911998	4.692373068960969e-16
3.1.3.4	13.0450770982665	6.72162836377094e-09
2.4.1.123	12.9375699483269	1.37097591355196e-13
2.3.1.20	10.9180637673439	1.32669118555169e-13
3.4.23.40	10.8861381169956	5.00485228126016e-14
1.1.1.22	10.1427306379417	0.006941648737334
3.4.16.5	9.993159344653641	2.39710442975154e-08
3.1.3.11	9.722957866055289	1.38767349521742e-18
3.4.23.40	9.5018618862852	6.81703961624852e-11
1.10.3.3	9.447779439089919	0.00018166747571799998
4.4.1.5	9.4105646605264	4.279699538643879e-09
3.6.3.14	9.40878302566365	3.4045149783787003e-18
2.1.1.43	9.179494482735	2.7554953608851698e-05
3.6.3.14	9.13825720941898	4.692373068960969e-16
2.4.1.207	8.95805935282807	0.004523509301403
2.7.11.1	8.82826465187299	2.16048832794185e-10
2.1.2.1	8.68137884044393	1.32313588930758e-24
2.7.11.1	8.56056340566726	7.953845934189891e-11
1.11.1.11	8.48105791554813	2.4468637414558496e-51
2.5.1.18	8.433746863700781	0.000152370046267
3.1.27.1	8.339302041016719	0.002119427739286
3.2.1.31,3.2.1.167	8.29189308485659	5.90193829607201e-07
6.3.2.19	8.17214520743269	0.000122864044705
1.1.1.22	8.17193224465724	8.19403899033582e-07
3.4.25.1	8.13412174090768	0.0008838711460319999
2.7.11.1	8.09780498175539	0.000174004022116
1.11.1.11	8.09634019821352	4.2321762209447196e-51
3.5.1.16	8.0839026592242	8.32353742930223e-05
2.7.11.1	7.88763396495949	2.89995614028506e-10
1.17.1.3	7.841254782547411	1.8455385265839e-12
1.4.1.3	7.6961846500544	0.0025868307125110003
3.4.22.16	7.667321664393961	4.911318806045481e-16
6.3.2.19	7.65335686649009	1.5376838837238002e-10
3.4.23.40	7.40759443569178	4.1052057747513795e-05
2.1.1.43	7.37856582228415	0.002978910421655
2.7.11.1	7.37560620806018	6.42357791205634e-05
2.4.2.39	7.356589071531451	0.001775273413219
3.4.22.16	7.348998115530441	2.53051857199187e-06
3.1.3.16	7.34863995221501	0.000560323551139
1.4.4.2	7.15170989726102	6.23840398114275e-06
3.6.5.3	7.12432318305446	0.004523509301403
2.4.1.128	7.09043904180837	0.0033441363533940004
2.7.11.1	7.04609254183381	0.0029096761933129997
2.3.1.20,2.3.1.158	7.02005414474831	0.000481938372413
2.4.1.273	6.97667405717277	0.0012219163730869999
1.17.1.3	6.84175266665238	0.0010363114903300002
5.3.1.6	6.83347984116928	3.7874333002711603e-06
3.4.14.10	6.793997469904459	3.96873456602071e-06
3.1.1.3	6.671709950057959	0.004298664324878
1.1.1.49	6.65160233027605	2.58433391944408e-09
1.2.1.12,1.2.1.13	6.56304934267482	2.6763165196890296e-08
1.3.1.33	6.530844528513111	0.0018693946131629997
3.4.23.40	6.49159526940801	0.006576486254418
1.10.2.2	6.47707465732021	1.90108746757847e-08
3.4.22.1	6.42695861107879	1.69860576682849e-05
1.1.1.82	6.33669274023607	9.34757340807303e-05
5.2.1.8	6.25905962530923	3.5932038916207997e-08
3.1.2.14	6.2229246317535996	0.005076001280586
3.2.1.39	6.165307361650551	4.34448253164028e-05
2.4.1.15,3.1.3.12	6.078802902840871	0.005421387960863001
2.3.1.23	6.036353492163969	0.0026432382447529996
2.7.6.1	5.77844244113039	0.00014935969763999997
3.1.13.4	5.767702028898929	0.006874351331755999
3.1.2.12	5.69724872051353	2.93672971009109e-06
1.11.1.7	5.6521264116968295	2.7554953608851698e-05
3.2.1.39	5.65011908676193	9.60114848904437e-05
3.2.1.68	5.6213043409378205	0.0013723304052419998
2.3.1.20,2.3.1.22	5.61703017828394	0.000603015008174
3.4.22.14	5.58945562826527	0.000342389598033
3.4.22.14	5.53841091121336	0.000189882871248
1.3.3.3	5.52687248380715	0.000596504204283
1.1.1.331	5.49197213182551	0.000444395882496
3.6.4.6	5.466756455224969	0.0030015475030349997
2.7.4.6	5.45204436752576	9.21511261607848e-15
5.3.1.9	5.44651038617771	8.17221352270183e-05
3.1.3.21	5.4186128141570595	0.006525458399214001
3.1.3.74	5.416785796946981	0.007234122176212
1.11.1.7	5.26197027612343	0.0034989007366229997
2.7.7.4	5.22276839251409	7.62389018664675e-05
3.4.16.2	5.199034321476731	0.000117352546766
4.1.3.38	5.1700498350677995	0.002544246946693
2.4.2.41	5.09634966783316	0.0012890603633699997
3.1.1.11	5.08368351270286	4.64027713366466e-06
1.14.13.88	4.994574562331549	1.1349139905673e-05
4.2.1.3	4.96556080156754	0.002460324712544
3.4.22.1	4.9134418853750095	0.00018024507130099998
1.17.7.1	4.89982226575106	0.008953788943743001
1.1.1.267	4.89684065638331	0.0073159532669010005
3.4.21.89	4.89093184739004	0.008480719183778001
2.4.1.46	4.8893901376310405	0.0011982338195969998
3.7.1.2	4.86309706744438	0.00024959336723199996
3.4.25.1	4.81228212122147	0.0025868307125110003
3.1.3.16	4.78440673915435	5.72617429573714e-05
1.1.1.23	4.72044433091475	0.006147014994805
2.4.1.134	4.65856675959462	0.005706977224511
3.4.16.2	4.6480555081722805	7.731678291134258e-05
1.10.9.1	4.60667980800833	0.00789222730104
4.1.1.35	4.50984832066108	0.004171816238125
2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47	4.37649702686178	0.00017007367766
4.1.1.19	4.324467675341491	0.004692944577739
3.5.1.14	4.23379454219387	0.001464413531605
3.4.19.3	4.17263431539693	0.00043145760627599994
3.1.3.57,3.1.3.7	4.14567924026859	0.00016482967788999998
1.4.1.3	4.08601781863187	8.19403899033582e-07
3.4.25.1	4.06297476771986	0.002445732229189
1.2.1.8	3.90936954923758	0.00034838269398700003
2.7.1.20	3.90424984514763	0.007048253363761
4.2.1.3	3.7902567286037403	0.000357625554965
4.1.1.39	3.76702066252634	1.71063200927232e-05
1.8.1.9	3.60659157164901	0.0011440191572580003
3.6.1.1	3.5920017208406496	4.78416364228346e-05
3.6.5.3	3.5273288180340296	5.5834265499089e-05
1.1.1.140	3.52507302500987	0.006517575217536
1.3.1.77	3.2859181402341	3.14345244236866e-05
4.2.1.3	2.9921125294691606	0.0033379168103560004
3.4.22.41	2.9820421253502705	0.0031085733030840005
4.4.1.5	2.8802548346834804	0.005907914694721999
6.3.2.19	2.7897938881370803	4.47948802669498e-05
3.1.1.3	2.36061097691957	0.0031425789801149996
5.3.99.6	2.3097700830052004	6.0945020957214405e-05
2.7.11.1	2.06690435591813	0.0045174449759899996
