EC	log2_fold_change	valor_p_ajustado
3.6.4.12	29.937011099148304	5.2749871844232395e-21
2.7.11.1	25.268116870675996	7.27807795621517e-19
1.1.1.331	21.534986467364398	0.004748709906928
2.4.1.324	19.920205291235103	0.0008505430910669999
2.7.7.3	10.8202275464097	0.001880225969839
2.4.1.82	10.7306752182264	0.002504924469224
1.1.1.3	8.62146342966509	0.0038737247529820004
3.2.1.51	8.59145595132579	8.23361607526025e-07
3.1.3.16	8.00502935091446	0.000355033448395
3.5.1.16	8.00001424919172	0.002504924469224
2.4.1.15,3.1.3.12	7.6573630525433805	0.004813821092520001
3.4.25.1	6.97858776053097	0.000163052096437
3.4.21.89	6.9553619746363795	0.007940222923421
2.7.11.1	6.55500849327279	0.00033943180026099995
2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47	6.51122330476022	0.000154551187948
1.3.3.3	6.19026683398534	0.002206184781896
3.4.22.1	6.06943369462504	0.001733742013337
1.2.1.70	5.36954141462724	0.003395234271395
2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47	4.94267450694778	0.00046061603921099996
1.2.1.12	3.3895236351307796	0.005225569166451001
