EC	log2_fold_change	valor_p_ajustado
2.3.1.20,2.3.1.22	4.5713614881048095	0.007883065165585
1.6.5.4	4.44118089741063	0.00055605352517
6.1.1.11	4.4091212477026	0.003423892151832
3.4.14.10	4.2974392960778305	0.009318631775055
3.1.2.12	4.2945845711135	0.0007910807949510001
2.6.1.88,2.6.1.42	4.22896969573271	5.78871790305584e-06
3.4.23.12	4.15478930323446	0.007632969505031
3.2.1.4	4.09252554036533	0.0017433978762770002
3.1.3.57,3.1.3.7	4.0912805279225495	0.00017783525146
1.6.5.3	3.9243800679607004	6.2412366731664e-05
1.2.1.12	3.8748954736632597	0.007128692586848
4.2.1.17	3.79487875669267	0.0015735779556189998
1.1.1.37	3.7604364163663297	6.462307333128051e-05
3.4.25.1	3.75475903778071	0.003757668057062
3.7.1.2	3.68279639539075	0.009687019257289
4.1.1.50	3.5445522245834904	0.004966449413309
2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47	3.53303601252638	0.003642992099133
1.11.1.7	3.3586515968712902	0.00838625292701
3.4.25.1	3.30589703924303	0.004263187336471
4.2.1.17	3.30018312544913	0.008715608441849
2.1.1.104	2.60403125506431	0.007458340219595
2.7.11.1	2.1656939495512804	0.0024961411772119997
