EC	log2_fold_change	valor_p_ajustado
1.2.1.27	8.74036218965003	1.43144537519484e-07
3.4.14.10	8.72481012924419	4.66649636719211e-10
5.5.1.4	8.68626510455735	1.35450738252914e-06
4.2.1.3	8.66114762455719	2.13849542353488e-09
2.5.1.29	8.55060751881517	0.0005278163298229999
3.1.3.16	8.5204960090191	0.000147946826064
2.7.11.1	8.50699419454822	1.86773445141608e-06
3.6.4.3	8.41119726090638	0.0007899713317089999
1.5.3.17	8.395326109073121	3.7969330572224106e-08
1.6.2.2	8.393643142652941	1.04165483295613e-07
2.4.1.69	8.308420032909089	0.0016879028379820002
2.4.1.203	8.17290855294192	0.002724742291206
4.2.1.33	8.16623030818946	9.1575478310395e-06
3.1.1.3	8.137955156151731	6.046866572056429e-05
6.3.5.5	8.027241636769531	0.0019252941855929999
2.4.1.134	7.9054626279711995	0.0009605313984169998
1.1.1.82	7.9014829417440495	2.36014258038804e-07
3.4.25.1	7.859315834166741	6.149315429661511e-07
3.1.1.1	7.84747743332999	0.002275894162452
1.3.1.72	7.7896367894045495	4.998260988452699e-07
3.1.13.4	7.727405600431499	0.004803121405619001
2.5.1.3,2.7.1.49,2.7.4.7	7.69487708923473	0.009784477744416
3.2.2.16	7.669285914144731	3.91760347353118e-05
2.4.1.46	7.65927827850402	1.54789880308137e-08
2.3.1.51	7.55999364424312	0.000265213679932
3.6.5.3	7.55932946352983	3.37584856485299e-22
2.3.1.16	7.54158484130084	2.3725116232799703e-06
4.1.1.20	7.538924050506361	0.000244939109258
3.1.1.3	7.49508753189103	7.50074022949102e-05
3.4.17.11	7.368270039094731	0.0015368753017159999
3.6.3.44	7.33813887577225	0.00067109115544
2.3.1.133	7.291246920558231	1.59239201976332e-05
1.6.5.3	7.208781192371041	0.0005096122532980001
1.1.1.140	7.20215736414708	1.31671864005771e-10
3.1.1.5	7.19830876905136	0.0005669858006230001
2.1.1.14	7.19818820279264	8.695604738845421e-07
2.4.2.39	7.1149317347919	0.002326545712839
1.10.9.1	7.0853855511808	1.67582865674204e-07
1.5.1.20	6.972686102850179	4.83525240198286e-05
1.2.4.2	6.94866124659355	0.0013564866116199997
2.7.11.1	6.9110976921099105	0.000176559290887
3.2.1.31,3.2.1.167	6.91080284677711	4.2206115410198205e-05
2.4.1.15,3.1.3.12	6.90991633934238	0.0010106396493260001
3.1.1.31	6.884880033984821	0.009281218673604999
